author,pubmed_id
Rui-Fang Gao,34926741
Rui-Heng Yang,"27737781, 34659161"
Rui-Jun Wang,26969704
Rui-Rong Li,32894778
Rui-Xuan Liu,28239159
Ruijian Shao,"33428421, 34130454, 33635631"
Ruiqin Zhang,"31152202, 32076777"
Ruirui Chen,33827695
Rune Halvorsen,"26543036, 29946356"
Rune Nygaard Monrad,"25657012, 25969695"
Rune Salbo,20230050
Runji Zhang,32536907
Runlin Cai,35120891
Runmao Lin,27416025
Ruohan Zhao,35627031
Ruonan Wang,32105685
Ruopu Song,32060026
Ruoxin Ruan,"31297970, 31998266"
Rupesh K Deshmukh,27990146
Ruslan M Andrianov,20540109
Ruslan V Zvartsev,32040234
Russell J Cox,34372938
Russolina B Zingali,32984289
Rut Fernández-Marín,35406293
Ruteja A Barve,35533274
Ruth Ann Marrie,35500534
Ruvini V Lelwala,31150449
Ruy Matsumoto,32060026
Ruyi Pan,34973546
Ryan C Oliver,29374564
Ryan Joynson,29167663
Ryan Kibler,29159997
Ryan W Davis,28078400
Ryouichi Tsunedomi,18813785
Ryszard Brzezinski,29931600
S Ahmed,24460941
S Almeida,28348446
S Alzuaga,16797647
S Ballandras,"11570757, 15244795, 17672629"
S Behrendt,9498181
S C Koerber,"1433176, 7473586, 8426366"
S Chou,10628771
S D Allison,35108096
S Deng,28348446
S Diangelo,23841811
S Emil Ruff,34112968
S Ferber,1890988
S G Acinas,31831198
S Ghio,30554465
S Gopala Krishnan,29230233
S L Rose,10628771
S Leskinen,15650852
S M Arcasoy,23841811
S Miyauchi,30424733
S Mukhopadhyay,10489438
S N Carr,20416594
S N Naryzhny,30482151
S Peng,16107858
S R Burzynski,3569016
S R Prabhukarthikeyan,34607097
S S Finks,35108096
S V Toshchakov,33204772
S Young,28348446
Saad Al-Masaudi,"28473812, 29088389"
Saba Shahid Gill,"23976829, 24307767"
Sabine Banniza,30076781
Sabine D Zimmermann,26171947
Sabine L Flitsch,"28220903, 32942240"
Sabrin R M Ibrahim,33949258
Sabrina Beier,33138048
Sabrina Sarrocco,"25575496, 27496087, 31189469"
Sacha Grisel,"34389999, 26136828, 28394946, 28919928, 29259205, 29377002, 30923563, 31249619, 31508147, 31932718, 32793303, 32984289, 33199373, 33837197, 27605927, 34613753, 32531032, 22459963, 26441929"
Sadanari Jindou,20057047
Sadhana Lal,"26907553, 30338698"
Saeid Karkehabadi,"28900033, 29155571, 18723026"
Safwan Saker,34613753
Sahar Trabelsi,29601586
Saher Shahid,35483889
Sahil Mehta,34824307
Sai Suresh Hivarkar,35124176
Sai Venkatesh Pingali,"32670241, 25342973, 32573768"
Sai Yang,32980915
Saidi R Achari,34627148
Saioa Urresti,34385392
Sajeet Haridas,"29145801, 32107379, 35311955, 34893598"
Sajjad Ahmad,"35329417, 35483889"
Sajjad Asaf,35205861
Saleem Asif,35205861
Saleha Shahar,35181739
Sally J Lewis,23540833
Salman Mansour Alharbi,35329417
Salman Nawaz,"23976829, 24307767"
Salvatore Montella,28198423
Sam Haldenby,28776044
Sam J B Mallinson,35682749
Sam Kheirandish,31164449
Sam Pitluck,22535930
Samantha Fernández-Brime,35551185
Samantha Lee,34893091
Sameh S Ali,28458176
Samir Bejar,"29601586, 35598016"
Samir Droby,29666611
Samir V Sawant,28161851
Samkelo Malgas,"31728656, 34833862"
Samnyu Jee,35144358
Samuel A McLean,14644788
Samuel J Hart,27722375
Samuel O Purvine,28555641
Samuel T Coradetti,29625007
Samy Boulos,27868112
Sana Raouche,"33435491, 34436182"
Sanchari Banerjee,35204695
Sander Bervoets,28216099
Sander M de Hosson,34507574
Sandra Díaz-González,32720872
Sandra Freire Rallo,35551185
Sandra Hilário,"34947073, 35049971"
Sandra Pizzut-Serin,20841432
Sandra Serrano-Prieto,33082973
Sandra Tapin-Lingua,31249619
Sandra W A Hinz,"26185526, 27588039, 28491137, 29196788"
Sandrine Eyrichine,25785187
Sandrine Marqueteau,24881579
Sandugash Ibragimova,35448635
Sandy Merino,20230050
Sandye M Adams,21368904
Sang-Hee Jung,"32737807, 33459813"
Sanjay Dave,32983925
Sanjay Kumar,26700882
Sanjay Swarup,34294994
Sanjeet Kumar,35690454
Sanjeev C Ghadi,28161851
Sanjeev Kumar,33732569
Sanjeev Wasti,32663059
Sanne Nygaard,24373541
Santosh Kumar Sethi,35690454
Sanushka Naidoo,31547186
Sanyasi Gaddipati,"26457194, 28184248, 28955445, 32313551"
Sapna Sharma,29230233
Saqib Bilal,35205861
Sara Andersson-Gunnerås,16415215
Sara Burgess,33397617
Sara Calhoun,33034064
Sara E Blumer-Schuette,35602048
Sara Ghassemi,25626518
Sara Icardi,29409863
Sara Kildgaard,32107379
Sara Mfarrej,35401459
Sara Quercia,29114246
Sara Sopeña-Torres,32720872
Sarah B Cseke,25036535
Sarah Benchabane,15903605
Sarah Cianférani,27851982
Sarah Daly,31827611
Sarah Entwistle,"29771380, 30053267"
Sarah Liu,33903229
Sarah Moraïs,"29453253, 29159997"
Sarela Garcia-Santamarina,31932719
Sari Sabban,27313837
Sarita Cândida Rabelo,33865436
Saroj Mishra,"33063604, 33877388"
Sascha Malz,32573086
Saskia D Mesquida-Pesci,33082973
Sathish Bhadravati Shivachandra,35576020
Satish R Wate,25745563
Satoshi Uchiyama,33623002
Saumashish Mukherjee,34192819
Saurabh Sudha Dhiman,31054382
Sawssan Neifar,35598016
Sayaka Yoshida,32763398
Sayani Ray,31088618
Sayuri Asaoka,35168167
Scheila de Avila E Silva,35189252
Scott C Brooks,29150503
Scott E Baker,"26864432, 28555641, 32107379, 33763411, 34168079"
Scott Houliston,24326248
Scott Mazurkewich,34342275
Scott Renneckar,29453372
Sean P Gilmore,"28555641, 29270219, 32083193"
Sean T Sweeney,29472725
Sean W Graham,29932263
Sebastian Hess,35700733
Sebastian J Muderspach,"35204695, 33896006"
Sebastian Mahlow,22027553
Sebastian Meier,33837197
Sebastian Piłsyk,26864432
Sebastian Sudek,29749714
Sebastian Theobald,32107379
Sebastião Tavares de Rezende,33540065
Sébastien Alzuaga,18019253
Sébastien Déjean,30691469
Sébastien Duperron,33988698
Sébastien Duplessis,21644839
Sébastien Fort,26928935
Sébastien Ribeiro,29551995
Seema Singh,26279186
Sehrish Akbar,34948367
Seiji Koike,24018662
Selene Baos,25553522
Seloame T Nyaku,25036535
Sen Wang,27742681
Senta Heiss-Blanquet,"30923563, 24695830, 34481893"
Seon-Won Kim,25301584
Seonah Kim,"23525113, 24344312, 24828494, 29660793"
Seonwook Lee,24714189
Sera Jung,"26138398, 25478962"
Sera Kang,35144358
Serenella A Sukno,27496087
Serge Perrine,12513577
Serge Vives,14761036
Sergei A Nedospasov,32040234
Sergey A Nepogodiev,30877196
Sergio Akira Uyemura,"29614953, 31237199"
Sérgio Akira Uyemura,33383972
Sergio Casas-Flores,26864432
Serigne Inssa Ngom,34447652
Seth Chitayat,24326248
Seulgi Mun,35641660
Seung Bum Kim,33022985
Seung-Ho Lee,17328239
Sevugan Mayalagu,34294994
Sha Chen,33841014
Shabir Najmudin,"24915086, 25713075, 26249681, 27917828"
Shadab Ahmed,27917828
Shadi Pakroo,32623485
Shafaq Rasool,33063604
Shahar Yoav,30065786
Shahid Nadeem,"23976829, 24307767"
Shailesh V Shah,26714477
Shaimaa G A Mohamed,33949258
Shang Liang,32587577
Shangxian Xie,"32526300, 34169632"
Shaojie Li,23554925
Shaojing Li,33841014
Shaojun Ding,"33271180, 34294322, 34748039, 17610980"
Shaoli Hou,31152202
Shaolin Chen,18553392
Shaoming Fang,32849435
Shaopeng Zhang,26870032
Sharmila S Mande,26544883
Sharon M Munisamy,22592813
Shasha Wu,31338125
Shaun D Wong,24889637
Shaun Leivers,32764705
Shawn D Mansfield,25994181
Sheena Sarswati,30612037
Sheila Olza,35406293
Shelby L Behnke,32799467
Sheng Li,34899642
Sheng-Cheng Wu,22849362
Sheng-Jie Zhang,33203567
Sheng-jun Mao,24830852
Shengchang Duan,29695739
Shengyue Wang,23874908
Sherlynette Pérez Castro,34112968
Shi Huang,32663059
Shi Yi,34683363
Shi-Qing Yan,35590262
Shi-You Ding,29467819
Shiang Ling Na,28149676
Shigang Gao,30458731
Shih-Yun Guu,33688734
Shihao Ye,35513151
Shihui Huang,34899642
Shihui Yang,26989779
Shilpi Ghosh,33542396
Shiming Li,32098800
Shingo Miyauchi,"28394946, 31471321, 27605927, 32531032, 33211093, 33538380, 34767630, 35330313, 34893598"
Shinobu Itoh,32297615
Shiqi Ai,31814356
Shiqi Pang,35230132
Shirley M Roberts,26894673
Shishi Feng,33090629
Shishir P S Chundawat,"24607362, 32573768, 33749248, 33176229"
Shivaprakash Mandya Rudramurthy,28923009
Shiwei Wang,29705608
Shiwen Peng,34517865
Shiwen Qin,28468818
Shiyu Cui,35230132
Shiyu Fang,34969453
Shiyu Jiang,32786100
Shogo Hataya,33990299
Shoko Shinya,28472688
Shota Atsumi,25889729
Shou-Chen Lo,23298769
Shou-Feng Chen,20552667
Shouju Wang,28066849
Shree P Pandey,28559926
Shree P Thapa,28677494
Shritama Aich,28559926
Shruti Pavagadhi,34294994
Shu Cheng,32098800
Shu Zhang,30824433
Shu-Chieh Chang,33688734
Shuai Jiang,22952861
Shuai-Bo Han,26969704
Shuaiming Jiang,32663059
Shuaishuai Wu,35418300
Shuaishuai Xue,32849435
Shuang Song,34400332
Shuang Tian,35641660
Shuangfei Li,32587577
Shuangping Liu,34828858
Shubo Li,34818100
Shuchen Liu,26813984
Shuchi H Desai,25889729
Shufang Wu,17610980
Shugen Wei,35546173
Shuhei Yabe,33676867
Shuhui Song,24445169
Shuichi Karita,35168167
Shuiming Xiao,33841014
Shuming Zhang,34352714
Shun-Zhen Luo,34659161
Shunhui Liu,21089688
Shunsuke Ichikawa,35168167
Shunxing Guo,35599894
Shuo Han,34256014
Shuo Qian,29374564
Shusheng Zhu,29695739
Shuwen Jin,31249617
Shuwen Li,35205854
Shuxue Zhao,35205854
Shuze Tang,30003974
Shuzo Oita,32060026
Shweta Srivastava,32835796
Shyama Prasad Saha,33542396
Si-di Wang,24629264
Si-Qi Sun,28239159
Si-Qiang Ye,"32894778, 34399517"
Siana Petlichka,32169317
Sibel Kılıç,28624475
Sidra Erum Ishaq,35416693
Sigmund Jensen,33988698
Sigrid Gåseidnes,22210154
Sijia Wang,32457893
Silindile Maphosa,34576813
Silja Kuusk,"29138240, 30514757, 34597668, 30076256"
Silje B Lorentzen,34191517
Silke Flindt Badino,33675751
Silke Werth,35551185
Silvano Onofri,35238906
Silvia De Rose,32365577
Silvia Garaycochea,35240994
Silvia Herold,25626518
Silvia Hüttner,"29158777, 31540984, 34082802, 34342275, 28429057"
Silvia Magri,"33375972, 34117349, 34801726"
Silvia Perotto,"29851103, 32365577, 33525474"
Silvia Rodríguez-Pires,32484383
Silvia Turroni,29114246
Silvia Vidal-Melgosa,"24733907, 25657012, 30116038"
Silvina Stewart,35240994
Simeng Zhou,"26136828, 23124232"
Simon Booth,30877196
Simon Egli,29487573
Simon Foote,26950732
Simon Harth,"34168079, 34384463"
Simon J McQueen-Mason,"26583519, 29472725, 34385392, 34439846, 34724941, 33597033, 31719844, 33903229, 34446097, 26697775,31583018"
Simon Ladevèze,"28919928, 29377002"
Simon M Cragg,"26583519, 34724941, 31505131"
Simon M Cutting,21892951
Simon Roux,32929206
Simone Balzer Le,"28291518, 25204609"
Simone Prospero,33055257
Simone Rampelli,29114246
Simran Bhatia,34273339
Simranjeet Kaur Sandhu,31874688
Sine Larsen,20230050
Sinead C Leahy,"29225728, 31653790"
Sini Miettinen,27602055
Siran Wang,34839576
Sirma Mihaltcheva,28078400
Sivakumar Pattathil,28677494
Sivasankari Venketachalam,"33260318, 34976318"
Sixin Liu,33641950
Sixing Huang,"25211053, 25478683, 26380634, 27274783, 27313837"
Siyu Tang,31938041
Skylar J W Henry,31235519
So-Ra Han,"32737807, 33459813, 33638002, 34078272, 35486322"
Soledad Sacristán,32720872
Soleil E Young,32926791
Soley R Gudbergsdottir,29163426
Solve Sæbø,28219736
Soma Bedő,35580749
Son Tung Ngo,"31235519, 35528656"
Sona Garajova,"26136828, 27213015, 27836848, 28071716, 28293293, 29259205, 27312718, 34436182"
Sonali Priyadarshini,31758985
Song Shen,26320713
Song Zuo,31993039
Song-Tao Wang,35491831
Songlan Ge,31845362
Songnian Hu,24445169
Sonia Alejandra Wirth,32965563
Sonia Longhi,34827630
Sonia M S Cadete,34650579
Sonia Mhiri,35598016
Sonia Rosenheck,20057047
Sonja Gangl,31532909
Sonja Voget,25847866
Sonja W S Augustijn,"31473796, 33687513"
Sooah Kim,25936375
Sookkyung Lim,29625007
Soon-Kyeong Kwon,28432541
Sophanit Mekasha,"24559135, 26763108, 26858252, 32398257, 34319813, 34798071, 26527275, 29993123, 30923566, 33623002, 34124313, 28481095"
Sophie Barbe,24780275
Sophie Bozonnet,29238402
Sophie C Brandt,34442660
Sophie Comtet-Marre,"27142817, 28197133"
Sophie de Vries,"32849784, 32918444"
Sophie Drouillard,30850540
Sophie Duquesne,29238402
Sophie Lamarre,27552843
Sophie Le Gall,31249619
Sophie Lemoine,25626518
Sophie Mathieu,30850540
Sophie Vinoy,35533274
Soraya Djerbi,16415215
Søren Brander,"34389999, 31932719, 33004835, 33449071, 33640002, 33797234, 33896006"
Søren Brunak,28734034
Sotiris S Xantheas,"23805893, 27385069"
Soufiane Maski,34447652
Soumya Rao,28846714
Spencer Hermanson,20635162
Spm Prince William,25745563
Srayan Ghosh,29196814
Ssu-Hsueh Tseng,34517865
St Elmo Wilken,"29240224, 31799118"
Stacey M Trevathan-Tackett,"31505131, 33410934"
Stacey Marion,35533274
Stanislav Dusko Ehrlich,35311446
Stanislaw Karpinski,16415215
Stanley O Onyango,34956106
Stefan Bauer,24728961
Stefan Brott,35561127
Stefan M Golas,34512564
Stefan Scheiblbrandner,"27643617, 27127235, 31835532, 32382450, 32514307, 33489432, 22729546"
Stefan Taudien,27875982
Stefania Daghino,29851103
Stefania Luciani,29112136
Stefanie Hartmann,28215351
Stefanie Pöggeler,25575496
Stefano Sforza,26185526
Stefano Spertino,29409863
Stefanos Stravoravdis,34322098
Stella Loke,33410934
Stephan P A Sauer,33510861
Stephan Trong,"26380634, 27274783"
Stéphane Compant,33138048
Stéphane Delmas,"24792495, 26457194, 28184248, 28955445, 32313551"
Stéphane Hacquard,"21644839, 34893598"
Stéphane Massou,21271685
Stéphanie Baumberger,"33435491, 34436182"
Stephanie Burton,21720857
Stéphanie Lambert-Porcheron,35311446
Stephanie Markert,"25478683, 30246424"
Stephanie Nauom,29869746
Stephanie Pfister,29487573
Stephanie Rošker,25361767
Stephanie van Wyk,31053324
Stephen A Jackson,34372938
Stephen Anthony Jackson,34555402
Stephen C Chmely,29313537
Stephen C Whisson,"34385392, 34849788"
Stephen Fraedrich,30716558
Stephen G Withers,"33485381, 31164449, 35347288"
Stephen J Mondo,"28555641, 31769802, 34893091, 31572496"
Stephen M Jones,"28900033, 32414932, 29155571"
Stephen Mondo,32107379
Stephen P Lillington,"31593910, 32083193"
Stephen R Decker,"29100023, 26989779"
Steve J Smith,29467819
Steve Kim,"28900033, 18723026"
Steven Ahrendt,"32531032, 33538380, 34767630, 34791213, 35330313"
Steven C Mosimann,28417370
Steven D Brown,"29150503, 26989779"
Steven E Conklin,31932719
Steven J Hallam,31164449
Steven L Rose,11922568
Steven P Smith,24326248
Steven R Knutzen,14644788
Steven T Pullan,"24792495, 26457194, 28184248, 28955445, 32313551"
Steven W Singer,"32557119, 34168079, 34384463, 25648696"
Stine Lausten,33640002
Stjepan Krešimir Kračun,"25969695, 29856056, 27684747, 27418359,32764705"
Stuart Denman,31653790
Stuart McNicholas,26894673
Stuart W Bennett,31420336
Su Ma,27213015
Su Mei Yew,28149676
Su-Jin Ham,22230776
Subbaratnam Muthukrishnan,35641660
Subhajeet Dutta,35369471
Subhajit Sen,33542396
Subhra Chakraborty,32170889
Subrata Pramanik,32111065
Sucheta Tripathy,35369471
Suchun Liu,25919627
Sudarshan Anand Shetty,24260205
Sudesh Kumar Yadav,34273339
Sudhir P Singh,"30081126, 32619577, 32778049"
Sudip Ghosh,32170889
Suehiro Iwata,"23805893, 24800849, 27385069"
Sujay Paul,28412514
Sukanta Kumar Pradhan,31758985
Sultan Alshehri,35483889
Suman Yadav,29702421
Sumanth Kumar Mutte,28491137
Sumit Rathore,35080440
Sumit Singh Dagar,35124176
Sumitha Krishnaswamyreddy,30183773
Summera Majeed,24307767
Sun-Hee Yoon,27702475
Sun-Ki Kim,30783893
Sundy Maurice,33538380
Sung-Min Jang,32737807
Sunggi Heu,35144358
Sungjin Park,29467819
Sungsoo Lim,24607362
Sunil K Yadav,30903269
Sunil S Ghatge,25301584
Sunir Malla,24792495
Sunwen Chou,11922568
Supratim Datta,28559926
Surapareddy Sreenivasaprasad,27496087
Surender Singh,27341464
Suresh K Puri,31874688
Suresh Kumar Dubey,29702421
Suresh Kumar Mendem,35576020
Suresh Poudel,29588665
Surisa Suwannarangsee,"22728789, 32876068"
Susana C M Fernandes,35406293
Susana Camarero,"34071235, 33211093, 28624475"
Susana V Valenzuela,"28366436, 30600044, 31289461, 34722005"
Susanna Seppala,34893091
Susanna Seppälä,"31089985, 31799118"
Susannah G Tringe,32929206
Susannah M Bird,33903229
Susanne Fritsche,32557119
Susanne Kirsten,27875982
Susanne Mossin,33004835
Susanne Verbarg,27274783
Susanne Zeilinger,26864432
Susanne Zibek,34191517
Sushma Gupta,35486322
Susie Guilly,35311446
Susu Wang,"33910097, 34217085, 35668255"
Susumu Ito,15999223
Svein J Horn,"24324265, 23525113, 24733907, 23246088, 28846668, 32840713, 23398882, 28496100, 22132148, 21748815"
Svein Jarle Horn,"26609322, 27596285, 28219736, 28702082, 30061931, 31788026, 33602308, 22747961"
Svetlana N Dedysh,"27545292, 28360896, 31800383"
Svetlana Petkun,20057047
Swati Choudhary,"26763108, 32398257"
Swati Pandya,19928288
Syarul Nataqain Baharum,31879570
Sybren de Hoog,35256015
Syed Dastager,35611093
Syed Sarim Imam,35483889
Syed Shams Yazdani,"32978122, 26288988, 28344646, 31719844, 34446097"
Sylvain Ballandras,"14995023, 15128223, 15478977, 15823320, 16529117, 17111494, 17703673, 18019253, 28903210"
Sylvain Bertaina,35549254
Sylvain Cottaz,26928935
Sylvain J Ballandras,16471448
Sylvain Legay,32481765
Sylvain Raffaele,26442085
Sylvain Tranchimand,34827555
Sylvia H Duncan,"28348841, 29159997, 33331146"
Sylvia Klaubauf,28429057
Sylvie Durand,28114419
Sylvie Jolivet,34117349
T -C Wu,34517865
T A A Moussa,28348446
T B K Reddy,"26380634, 27274783, 27313837"
T Brinkhoff,32726567
T Chapman,31014247
T I Simonsen,28335986
T J Sereda,7921171
T J Simmons,29057953
T Kamata,7511592
T R Sharma,29230233
T S Batth,30976324
T S van der Werf,27634971
T T M Nguyen,30487660
T Tandrup,29057953
T Tryfona,29057953
T-C Wu,16107858
Tae-Jin Oh,"32737807, 33459813, 33638002, 34078272, 35486322"
Tae-Wan Kim,"24728961,24728961"
Taha Chouati,34447652
Taichi E Takasuka,"25161697, 24837391, 32060026, 33990299, 23301151"
Taihui Li,29666196
Taina Kristina Lundell,28953947
Taina Lundell,"27602055, 31138126, 31494677"
Taisa Magnani Dinamarco,"29614953, 31237199, 33383972"
Taisei Kikuchi,21532317
Takafumi Itoh,31102245
Takahiro Ishikawa,25605134
Takanobu Miyamoto,18813785
Takao Tamesa,18813785
Takashi Hamaguchi,18813785
Takashi Watanabe,33230603
Takeshi Nishii,17390591
Takeshi Watanabe,"33151668, 31688961, 32471324, 29327645"
Takuya Ishida,"23525113, 24828494, 27590806, 22132148"
Tallyta Teixeira,28411891
Tamara Erak,26950732
Tamás Papp,35448635
Tamilvendan Manavalan,34049079
Tammi Vesth,32107379
Tamo Fukamizo,"30117034, 28472688"
Taner Z Sen,30612037
Tang Li,"31381927, 32352790, 32941621"
Tania Chroumpi,"31726994, 33763411"
Tania Muñoz-Centeno,26864432
Tanja Woyke,"22535930, 26380634, 27274783, 27313837, 33968004"
Tanner Yohe,"29771380, 29864445, 30053267"
Tansol Park,34983694
Tanudeep Bhattacharya,26544883
Tanveer Mahamadali Shaikh,23298769
Tanveer S Batth,31471321
Tao Liu,29864445
Tao Lu,31337187
Tao Peng,"32146468, 35124966"
Tao Shao,"31015862, 33217694, 34839576"
Tao Shi,"32793128, 34208763"
Tao Song,30246424
Tao Wei,34399517
Taotao Li,35711780
Tarana Shaghasi,21821740
Tarek Dishisha,32634476
Tarini Shankar Ghosh,26544883
Tariq Ahmad,35416693
Taruna A Schuelke,32655988
Tasha M Santiago-Rodriguez,29112136
Tasneem Ehsan,32217134
Tatiana Skarina,31324716
Tatiana V Fedorova,31694151
Tatiana V Karpinets,20696711
Tatiana V Tyazhelova,31694151
Tatiane F Silva,32766234
Tatoba R Waghmode,25301584
Tatsuya Fujii,31204199
Tatsuyuki Hattori,32471324
Teeratas Kijpornyongpan,34071235
Tejas M Shah,24797613
Telma Teixeira Franco,"35658600, 33865436"
Teppo Rämä,34372938
Teresa Ribeiro,26249681
Teresa Vidal,31289461
Tetsuto Tsunoda,17390591
Thabata M Alvarez,27790186
Thabata Maria Alvarez,34116762
Thaddeus Ezeji,27211037
Thairine Mendes-Pereira,35205897
Thaís Carolina da Silva Dal'Sasso,34213598
Thaís F C Salum,28411891
Thales H F Costa,"31788026, 34894418"
Thamy Lívia Ribeiro Corrêa,"26476647, 31168322, 35658600"
Thanasis Chouliaras,31817030
Thanh Thuy Nguyen,29158777
Thanh-Sang Vo,35528656
Theo van Alen,28555641
Theodora Tryfona,"25608804, 29472725, 32818374, 21876164"
Théodore Bouchez,28114419
Theophilos Ioannides,31817030
Theresa Dutschei,"33890358, 35561127"
Theruvothu Madathil Vandhana,34918344
Thi Huyen Nguyen,35001244
Thi T M Nguyen,30061875
Thi Thanh My Pham,28588026
Thiago Augusto Gonçalves,"26989443, 31772294, 33865436,33421883, 31421724, 34116762, 27790186"
Thiago Bruce,"28070679, 32608067, 29947838"
Thierry Benvegnu,34827555
Thierry Giardina,25785187
Thies Gehrmann,29643074
Thijs Kaper,"28900033, 29155571"
Thitiwut Vongkampang,33832529
Thomas A Richards,29062087
Thomas Abeel,29643074
Thomas B Brück,32019265
Thomas Badet,26442085
Thomas Chin A Woeng,"32408196,29158777"
Thomas D Bruns,33034064
Thomas D S Sutton,34372938
Thomas E Grys,31691790
Thomas Ganner,"25361767, 29026070"
Thomas Gundinger,28562644
Thomas Hahn,34191517
Thomas Isbrandt Petersen,32107379
Thomas J Lawton,31527086
Thomas J Simmons,"25608804, 26928935"
Thomas Krüger,34126770
Thomas Nordahl Petersen,28734034
Thomas O Larsen,32107379
Thomas S Lankiewicz,"31799118, 34663313"
Thomas Schweder,"25478683, 30116038, 30246424, 35561127"
Thomas Similowski,23953956
Thomas Wolf,27875982
Thorsten Brinkhoff,25847866
Thorsten Dittmar,30116038
Thorsten Langner,26527115
Thorsten Thiergart,34893598
Thorunn Helgason,33597033
Thu V Vuong,"28125213, 33837197, 34311175"
Thulani P Makhalanyane,27702488
Thulasi Appoothy,"28050853, 28284522"
Tiago Antônio de Oliveira Mendes,"33540065, 35312974"
Tiago Palladino Delforno,33932835
Tianchen Huang,33290065
Tianhai Liu,"31314937, 34925269"
Tianmeng Duo,31164449
Tianqiao Song,35449886
Tien-Chye Tan,26151670
Tiezheng Yuan,25919627
Tiezhi Liu,34436218
Tiina M Pakula,23035824
Tim A McAllister,"27026397, 28588026, 29621684, 34976318, 30061875, 34814938"
Tim Sawbridge,34627148
Timo Schuerg,"34168079, 34384463"
Timothy D H Bugg,26583519
Tina Rise Tuveng,"32398257, 33292445, 27169553,34124313, 34191517, 28496100, 28317006, 30276740"
Tine Sofie Nielsen,33837197
Ting Chu,24830852
Ting Guo,34659161
Ting Yang,29695739
Ting-Fang Wang,26864432
Ting-Gang Li,28520093
Tingjia Chai,31837260
Tingting Sun,26493632
Tiriana Segato,34801726
Tirupaati Swaroopa Rani,34192819
Tiziano Benocci,"30221832, 31007715"
Tjip S van der Werf,33971963
To Uyen Huynh,35001244
Tobias M Hedison,"32382450, 33411405"
Tobias Tandrup,"28364950, 31932718, 32818374, 30381341, 35204695"
Tobin J Verbeke,25101643
Toby E Newman,33964897
Toby Spribille,35551185
Tolgor Bau,33536487
Tom Desmet,"26285758, 30238672, 28338903, 28562644"
Tom Eirik Mollnes,33623002
Tom Hsiang,28215351
Tom Van de Wiele,34956106
Tomáš Větrovský,"27186238, 35238906"
Tomaž Accetto,"26415759, 33331146"
Tomer M Salame,30065786
Tommy Harding,35700733
Tomohiro Bito,32239207
Tonči Rezić,"31827611, 34582984, 32624871"
Tone Haugen,28963711
Tong Si,25149522
Tong Zhang,34774959
Tongbing Li,"31147217, 35121098"
Tongyi Sun,33555992
Toni Gabaldón,32720872
Tooba Varasteh,33675372
Torda Varga,34767630
Tore Linde,24373541
Torgeir R Hvidsten,30315317
Toru Matsu-Ura,29625007
Toshihiko Takehana,24018662
Toshiyuki Ito,35168167
Tracey J Bell,30728469
Travis S Bayer,19118500
Trevor D Lawley,28348841
Trine Holst Sørensen,33675751
Trine Isaksen,"24324265, 24733907, 27397613, 26178376"
Tristan Barbeyron,"20376150, 25478683, 29774012, 30524390"
Tristan Cerisy,25393313
Trygve Brautaset,28291518
Tu Oanh Do,35001244
Tuan A Duong,"31053324, 32652232"
Tuck Seng Wong,31231605
Túlio Morgan,"33540065, 35312974"
Tuo Li,"33593577, 31938041, 32403359, 32799087, 32899798"
Tuula T Teeri,16415215
Tuulia Mali,"28953947, 31494677"
Tyler C Detomasi,31235519
U E Baum,9091707
U Mester,9527581
U Schmidt-Erfurth,10048006
U Schneider,9782461
Uffe H Mortensen,32107379
Ujala Sehar,"23976829, 24307767"
Ulf Ryde,"30746099, 28698982, 29780519, 31457454, 31922155, 30988254"
Ulrich Güldener,"27875982, 27938347, 32573086"
Ulrich Schwaneberg,32111065
Ulrika Rova,"28515785, 30386433, 31827613, 33905799, 30685134, 34871721"
Ulrike Löber,28215351
Umesh Ramachandran,25957533
Umit V Catalyurek,"24223817, 31864285"
Ummul Syafiqah Ruslan,31879570
Unnimaya Thalakkale Veettil,35406293
Uppada Jagadeeshwari,35587321
Uroosa Ejaz,"32342436, 32844441, 33225094"
Ursula Kües,32531032
Ute Krengel,33623002
Uwe T Bornscheuer,"33890358, 35561127"
V A Vicente,28348446
V G H Eijsink,"33292403, 29490697"
V Ganesan,"19928288, 28140411"
V Knott,10942427
V Laude,"15244795, 17672629"
V Lyju Jose,"28050853, 28284522"
V O A Pellegrini,31745843
V Shanmugam,33365017
V T Major,33518146
V Yu Matys,27297903
Vadim D Telitsin,"31672609, 30847851"
Vaibhav Srivastava,33688734
Vaibhav V Goud,31071575
Vaibhav V Gujar,"29430367, 29651183"
Vaithiyalingam Shutthanandan,"29240224, 29270219"
Valadoula Deimede,31817030
Valdeir Arantes,"23915398, 25812819, 21974832"
Valdirene Neves Monteiro,29869746
Valentin Loux,33932835
Valentina Giuffra,29112136
Valera Veryazov,31922155
Valéria Maia de Oliveira,28787780
Valéria Monteze Guimarães,"33540065, 35312974"
Valeria V Morozova,20540109
Valeria Ventorino,28198423
Valerie A Buijs,"34537177, 35311955"
Valérie Gautier,27836848
Valérie Meyer,31249619
Valerie Notenboom,12634060
Valérie Pujade-Renaud,29551995
Valmor R Mastelaro,33483031
Van V Vu,"24350607, 25201969, 25784051, 27170366, 31235519, 35528656"
Vanessa A L Rocha,26697775
Vanessa de Oliveira Arnoldi Pellegrini,33541573
Vanessa Fernández-Calleja,32720872
Vanessa Kleofas,29334897
Vanessa O A Pellegrini,"33712158, 33483031"
Vanessa Paurus,33763411
