GSE_id,substrate
GSE131036,glucose
GSE131190,avicel
GSE131190,cellulose
GSE162839,glucose
GSE24636,glucose
GSE29973,avicel
GSE29973,carbon
GSE29973,cellulose
GSE29973,glucose
GSE30545,glucose
GSE59177,glucose
GSE69490,avicel
GSE69490,cellulose
GSE71604,avicel
GSE71604,carbon
GSE71604,cellulose
